Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,predicted_is_fraud
94733,2020-07-24 10:56:17,344709867813900,"fraud_Hayes, Marquardt and Dibbert",misc_net,855.62,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,9697097ef60463f8adcfb4c118a6c5e2,1374663377,27.098581,-81.841971,0,1
95304,2020-07-24 15:56:07,4560004149983868183,fraud_Boyer PLC,shopping_net,869.99,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,f2eca1f9d89d7d726f8c8f8ff0fc02d3,1374681367,39.197428,-105.162817,0,1
96018,2020-07-24 22:11:54,3599237318576484,"fraud_Schroeder, Hauck and Treutel",entertainment,246.32,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932-11-19,588c28818917ac7ab416ffc27ab94b7f,1374703914,36.207758,-84.823451,0,1
96023,2020-07-24 22:13:35,371284100299909,fraud_Monahan-Morar,personal_care,23.42,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,a8d7220042fab0f15efd5d4fa427b67e,1374704015,35.643619,-99.882681,0,1
96065,2020-07-24 22:38:53,4961003488432306,fraud_Ankunding LLC,shopping_net,1080.78,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,1966-05-10,e3998478be73498c453dff6ae7fd4a5d,1374705533,39.902246000000005,-77.110446,1,1
96077,2020-07-24 22:47:13,3534718226968689,fraud_Gulgowski LLC,home,263.35,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,1984-09-13,872433d168d5b4184fed0436b26a56de,1374706033,36.455235,-89.867503,0,1
96078,2020-07-24 22:47:51,4488258847705225890,fraud_Baumbach Ltd,personal_care,21.47,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,3c0e49b3f3d9c53cbdbd54e1fd6fc405,1374706071,33.608290000000004,-80.847388,0,1
96080,2020-07-24 22:48:46,38052002992326,"fraud_Tillman, Fritsch and Schmitt",misc_net,33.89,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,06e17617787f9a4d5680e775db5b0271,1374706126,30.362459,-94.59856,0,1
96424,2020-07-25 02:36:28,6011975266774121,fraud_Boyer-Reichert,shopping_net,1110.47,Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",1943-05-28,96b19bc510681920f765041160c7ae4b,1374719788,39.978105,-75.96365899999999,0,1
96503,2020-07-25 03:40:22,3513506355699497,fraud_Heathcote LLC,shopping_net,952.13,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,574e2a5ea7e7887b8437051b009162ab,1374723622,31.537508000000003,-90.162912,0,1
98003,2020-07-25 19:47:38,6011438889172900,fraud_Heathcote LLC,shopping_net,1156.63,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,4baf96691dad0167ca3e71ee01a12e6f,1374781658,35.200678,-91.242414,0,1
98357,2020-07-25 22:35:50,4584931703207308232,"fraud_Reichert, Huels and Hoppe",shopping_net,806.86,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,26dbf8a464e0fc9474264a77fbae0c4e,1374791750,33.501193,-97.443551,0,1
98381,2020-07-25 22:49:14,30074693890476,"fraud_Metz, Russel and Metz",kids_pets,23.64,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,b802db87e478329e2bad63a75940b2b8,1374792554,38.665509,-100.719029,0,1
98421,2020-07-25 23:06:21,38014427445058,fraud_Volkman Ltd,misc_net,794.73,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,e57a9eba0628008209895fb0b6cf4ec1,1374793581,43.661381,-90.403337,1,1
98451,2020-07-25 23:29:36,38014427445058,fraud_Mante Group,misc_net,782.49,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,4242886ae379ee92687c4eeea3bea20c,1374794976,43.135627,-88.984003,1,1
98542,2020-07-26 00:22:28,2222157926772399,fraud_Strosin-Cruickshank,grocery_pos,343.03,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,58be13b833fef3937bf8a4d65b6c9e30,1374798148,32.677671000000004,-96.458398,1,1
98912,2020-07-26 03:42:42,38014427445058,fraud_Barton Inc,grocery_pos,301.59,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,8642e50194a0a6d3d79acc3711b62f90,1374810162,43.652973,-89.565747,1,1
99233,2020-07-26 06:43:47,4294040533480516,"fraud_Rohan, White and Aufderhar",misc_net,819.5,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,96f23fb4cd073c104e3a7ce82a11f812,1374821027,33.210522,-82.257825,0,1
101578,2020-07-26 22:11:29,38014427445058,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1049.73,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,94e9546b5b0fbcf5a35990926f4757ea,1374876689,43.772485,-89.738382,1,1
101608,2020-07-26 22:20:19,38014427445058,fraud_Jast Ltd,shopping_net,959.52,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,3ee1ef4b02d2ccf7a6bea2dce565d245,1374877219,43.429133,-89.626452,1,1
101635,2020-07-26 22:29:15,38014427445058,"fraud_Labadie, Treutel and Bode",shopping_net,1069.53,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,64e9c8c9bad21701fbf4b19d204e260a,1374877755,44.137675,-90.100158,1,1
101689,2020-07-26 22:46:36,2222157926772399,fraud_Berge-Ullrich,home,274.23,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,6ccb8a168f5daaed7f59ef5d19d368e7,1374878796,32.615613,-97.047394,1,1
101773,2020-07-26 23:21:08,38014427445058,"fraud_Rodriguez, Yost and Jenkins",misc_net,896.46,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,7dc023dadbe4e76928736388b794adb9,1374880868,43.418686,-89.40796999999999,1,1
101783,2020-07-26 23:25:09,38014427445058,fraud_Doyle Ltd,grocery_pos,299.97,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,dbc9fc4c19b6fb1719e56de13ce2c715,1374881109,44.574122,-89.41778000000001,1,1
101786,2020-07-26 23:25:47,38014427445058,fraud_Zemlak Group,misc_net,650.86,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,4e12e1e8a8b0016958392785425fc167,1374881147,43.99166,-89.00269300000001,1,1
101821,2020-07-26 23:33:40,38014427445058,fraud_Kutch and Sons,grocery_pos,325.67,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,b29eb4e5c69603dcc71ccbc3b9914c17,1374881620,43.572083,-88.938528,1,1
101847,2020-07-26 23:42:00,4464457352619,fraud_Jacobi and Sons,shopping_pos,717.27,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,eecd9593a8ab4457c362b4bd88ac5036,1374882120,29.672508,-84.865199,0,1
101988,2020-07-27 00:45:56,30290551782700,fraud_Cole PLC,grocery_pos,280.58,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,c746035a36353904f786164555d0d431,1374885956,35.843189,-87.294812,1,1
102606,2020-07-27 05:28:01,2222157926772399,fraud_Deckow-O'Conner,grocery_pos,371.84,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,76aeaf6174a4fcddd21cc9a4cd3e9efa,1374902881,33.121697,-96.954406,1,1
104698,2020-07-27 18:21:00,4561546772499,fraud_Lynch Ltd,shopping_pos,926.73,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,9d374032b8b4e42f499c73b99870ae2d,1374949260,34.389858000000004,-106.076517,0,1
105023,2020-07-27 19:56:58,2222001896600109,fraud_Predovic Inc,shopping_net,775.33,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,f4d26de3302a77d1db663d153ef307f2,1374955018,38.814275,-89.260728,0,1
105539,2020-07-27 22:22:43,30290551782700,fraud_Kerluke-Abshire,shopping_net,995.0,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,4fd16aefc932c41615df77ddb845ea5f,1374963763,36.995927,-87.195146,1,1
105671,2020-07-27 23:00:25,30290551782700,fraud_Macejkovic-Lesch,shopping_pos,951.91,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,5cca047522e63683009555a5e15ebe6e,1374966025,36.833312,-86.948924,1,1
105811,2020-07-27 23:44:56,30290551782700,fraud_Conroy Ltd,shopping_pos,1141.38,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,7654ab0bd4c20676e4d1ad06a59ddb55,1374968696,36.326702,-87.092698,1,1
105983,2020-07-28 00:48:10,30290551782700,fraud_Cartwright-Harris,grocery_pos,269.01,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,eb350561662132d769f4afc87edd8606,1374972490,37.736837,-88.55758399999999,1,1
106092,2020-07-28 01:40:05,4671727014157745,"fraud_Streich, Hansen and Veum",gas_transport,20.09,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,92bdc319b353fd157593fb2d262c04d4,1374975605,40.161153000000006,-85.833203,1,1
106099,2020-07-28 01:46:15,30290551782700,fraud_Hudson-Ratke,grocery_pos,320.74,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,410dbef45b700a0a8b90dd826bc189b6,1374975975,37.68315,-87.81153,1,1
106121,2020-07-28 01:55:24,4671727014157745,fraud_Kutch and Sons,grocery_pos,308.66,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,ea75e365acbda3bba25438a4536aa4d3,1374976524,39.962187,-85.9021,1,1
106184,2020-07-28 02:19:51,4826655832045236,fraud_Hintz-Bruen,grocery_net,17.11,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,5978f4cacac5cda5d910b1bf723299b1,1374977991,40.743764,-69.63651800000001,0,1
106223,2020-07-28 02:38:40,6011893664860915,fraud_Welch Inc,misc_net,853.6,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,5f5a35bc30a5a768e31fce4c9b710291,1374979120,40.45188,-105.911506,0,1
106526,2020-07-28 05:13:50,4294040533480516,fraud_Ruecker Group,misc_net,843.28,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,e6ff7ff50f1b4972ef232b5d0dff43f4,1374988430,33.2461,-81.28710799999999,0,1
106588,2020-07-28 05:41:42,4671727014157745,fraud_Auer-Mosciski,grocery_pos,330.12,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,8711fbf740c0dc9b8a8b167b6637d14e,1374990102,41.493207,-86.588667,1,1
106713,2020-07-28 06:41:15,5152054598359927,fraud_Mante Group,misc_net,776.98,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,1972-09-12,f66042fc521f8dc48ffc3e1da8081bf3,1374993675,29.014794,-91.031331,0,1
107313,2020-07-28 11:14:37,4635330563105903,"fraud_Tillman, Fritsch and Schmitt",misc_net,880.36,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,a067345125f3bae7a8b1c543ce4b27ca,1375010077,38.618347,-77.895286,0,1
107324,2020-07-28 11:18:23,180046617132290,fraud_Boyer PLC,misc_pos,955.1,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",1942-04-17,4db8dfc5a2a7ec64c7c6428a33e44900,1375010303,37.704440000000005,-89.329768,0,1
108097,2020-07-28 15:25:30,4497451418073897078,fraud_Beier-Hyatt,shopping_pos,1031.16,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,d99be1948c7c87c0ba8f5a865de2d725,1375025130,33.152485,-92.269618,0,1
108824,2020-07-28 19:11:34,371284100299909,fraud_Barrows PLC,shopping_pos,850.61,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,3b2a9178bf8cf124a4c2119c64a66970,1375038694,34.753147,-101.027752,0,1
108860,2020-07-28 19:19:48,213157767990030,"fraud_Swaniawski, Lowe and Robel",shopping_pos,1079.33,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,d073f040ec0d088aa58563a1826d093c,1375039188,41.88597,-109.641059,0,1
109411,2020-07-28 22:13:38,3576021480694169,"fraud_Hahn, Bahringer and McLaughlin",personal_care,17.9,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,9a199f4fc7bc698802b2ac958b300104,1375049618,38.446216,-95.363512,0,1
109452,2020-07-28 22:26:11,30290551782700,fraud_Volkman Ltd,misc_net,768.37,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,7325dda2a2fce7d79b9365f9f4ed8603,1375050371,36.615139,-88.759174,1,1
109499,2020-07-28 22:38:43,30290551782700,fraud_Kerluke PLC,misc_net,789.41,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,4e26e3ab4773b5cc585237e122e65a17,1375051123,36.12121,-87.131412,1,1
109514,2020-07-28 22:42:53,30290551782700,fraud_Lemke-Gutmann,shopping_net,1041.01,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,a8ed63a7195bb523458b2bf30bf9f654,1375051373,37.69827,-88.344371,1,1
109527,2020-07-28 22:46:42,3596217206093829,"fraud_Larkin, Stracke and Greenfelder",entertainment,271.55,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,84a3835515e5357f07f78013796d086b,1375051602,40.108384,-91.910323,0,1
109562,2020-07-28 22:54:40,6538891242532018,fraud_Goyette-Gerhold,kids_pets,20.02,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,9efbf985e4958675e6194133535fce56,1375052080,35.213396,-91.600913,0,1
109575,2020-07-28 23:00:12,4671727014157745,fraud_Miller-Hauck,grocery_pos,337.94,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,701b1244a9c242883d6b454bce6bd8a7,1375052412,41.070091,-84.86556,1,1
109706,2020-07-28 23:44:06,30290551782700,"fraud_Reichert, Rowe and Mraz",shopping_net,1106.41,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,9a4b88cdf5c8bf469741a92bf75708c4,1375055046,37.761455,-87.595425,1,1
109776,2020-07-29 00:21:46,3538520143479972,"fraud_Ferry, Lynch and Kautzer",misc_net,936.66,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,3af0ed8617eb27536c3f7c66d6dfec31,1375057306,42.006775,-82.522115,0,1
109886,2020-07-29 02:25:59,2242542703101233,"fraud_Kohler, Lindgren and Koelpin",grocery_net,17.03,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,0ac8b39d5c1cab6894c9ed6fb9cba8c1,1375064759,39.240243,-84.759461,0,1
109893,2020-07-29 02:28:48,3573030041201292,fraud_Cassin-Harvey,grocery_net,16.73,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,56d4a5aeb24977774ac2fde5545ca982,1375064928,40.438039,-110.422904,0,1
111579,2020-07-30 00:06:13,180011453250192,"fraud_Greenholt, Jacobi and Gleason",gas_transport,11.21,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,eae5b35f33b8ba5895a691925baa8b77,1375142773,42.08834,-90.304455,1,1
111635,2020-07-30 00:52:25,4352307151555405069,fraud_Luettgen PLC,gas_transport,7.84,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,1932-05-09,7a4349b621986d6d52a1495c71ab55d6,1375145545,39.565925,-76.37004300000001,1,1
111646,2020-07-30 01:03:59,6593250708747804,fraud_Block-Parisian,misc_net,815.11,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,8ef3eb0dd488da166c876f72adff97a4,1375146239,26.428043,-80.76777299999999,0,1
111666,2020-07-30 01:22:08,180011453250192,fraud_Kilback LLC,grocery_pos,291.8,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,d17cdaea0d88cb75fdbf4d4ece1dce0b,1375147328,40.828933,-91.829207,1,1
111679,2020-07-30 01:30:22,4178097073221156,fraud_Padberg-Welch,grocery_pos,254.9,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,682667c9fb5082ef503576bc0b4d3c69,1375147822,42.149016,-86.824884,0,1
111992,2020-07-30 06:14:22,213112402583773,"fraud_Stehr, Jewess and Schimmel",misc_net,1052.35,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,9119e1f53a4eb5143cc6b737c53ab2df,1375164862,34.002446,-82.797241,0,1
112251,2020-07-30 10:07:12,180011453250192,"fraud_Schultz, Simonis and Little",grocery_pos,296.34,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,abf3c61bcde29405e9c38d4b107124ee,1375178832,40.723176,-90.854248,1,1
112295,2020-07-30 10:39:18,502012776709,fraud_Gleason-Macejkovic,shopping_net,1070.02,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,2e59e5b83cbb1af3f6faa60a1faccaac,1375180758,42.67347,-75.95164399999999,0,1
113411,2020-07-30 22:07:21,4352307151555405069,fraud_Boyer-Reichert,shopping_net,1051.96,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,1932-05-09,ae11b0ca6a9682dd97d2efe4ef676f7d,1375222041,39.464149,-77.146331,1,1
113452,2020-07-30 22:30:00,180011453250192,fraud_Lockman Ltd,grocery_pos,309.43,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,8ef5e3abc1e23165ef552ea159796aa2,1375223400,41.630078000000005,-90.244627,1,1
113491,2020-07-30 22:55:55,180011453250192,"fraud_Rodriguez, Yost and Jenkins",misc_net,853.47,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,137b7c7220ac73d94f12e60c1449106c,1375224955,40.312679,-91.133163,1,1
113541,2020-07-30 23:20:10,4352307151555405069,fraud_Kuhic LLC,shopping_net,1153.43,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,1932-05-09,b27d09db88c8d5831b0179609c9c90e7,1375226410,38.366676,-77.210792,1,1
113580,2020-07-30 23:38:50,4352307151555405069,fraud_Macejkovic-Lesch,shopping_pos,975.25,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,1932-05-09,135d392c8bd3fbe6198116d7dd00726f,1375227530,38.385786,-77.238447,1,1
113606,2020-07-30 23:54:57,676173792455,fraud_Kassulke PLC,shopping_net,1130.56,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,1a5d74fa58c9c7c14231465a7b4034a8,1375228497,33.617538,-118.092913,1,1
113676,2020-07-31 00:48:52,4352307151555405069,fraud_Bradtke PLC,grocery_pos,283.96,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,1932-05-09,a9f2c5e808e7d035f98158011149e75a,1375231732,38.112306,-77.743859,1,1
113702,2020-07-31 01:08:13,676173792455,fraud_Wolf Inc,grocery_pos,285.44,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,497e1acbfe2840703c97aee3f965c624,1375232893,34.833899,-119.415161,1,1
113713,2020-07-31 01:20:02,4767265376804500,"fraud_Raynor, Reinger and Hagenes",gas_transport,19.73,Jennifer,Conner,F,4655 David Island,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,8939517d481c8e6dabd83a5fe5e412cb,1375233602,40.754883,-75.90435,0,1
113754,2020-07-31 01:50:35,180011453250192,fraud_O'Keefe-Hudson,grocery_pos,310.79,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,daabe306470f344def5c86dc1c14baeb,1375235435,41.84982,-91.656402,1,1
113846,2020-07-31 03:03:27,180011453250192,fraud_Deckow-O'Conner,grocery_pos,302.23,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,371cab5bedc9af091f42b38adadaafa3,1375239807,41.174465000000005,-90.802771,1,1
113889,2020-07-31 03:43:07,4352307151555405069,fraud_Prohaska-Murray,gas_transport,7.0,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,1932-05-09,ac173980a20036534db37c59b9626954,1375242187,39.253852,-77.817487,1,1
114560,2020-07-31 12:03:09,180011453250192,fraud_Dooley-Thompson,misc_net,780.45,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,9c1863f09e11a14aa571fb7ba0e3e7a5,1375272189,41.309914,-90.273864,1,1
115710,2020-07-31 22:26:25,4488941175228467,"fraud_Heathcote, Yost and Kertzmann",shopping_net,950.72,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,1986-03-31,9675d4cfaa2fb187532cf601df03ee3c,1375309585,29.834444,-81.199623,0,1
115753,2020-07-31 22:46:43,676173792455,"fraud_Swaniawski, Lowe and Robel",shopping_pos,914.18,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,0c8fce5ddff735d279d73f1b9ea44cf6,1375310803,33.324396,-117.548984,1,1
115796,2020-07-31 23:07:54,4352307151555405069,"fraud_Stehr, Jewess and Schimmel",misc_net,774.14,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,1932-05-09,c44e19d5f6ae81f3f9bb9c7e0cee09da,1375312074,38.928867,-76.30764599999999,1,1
115798,2020-07-31 23:08:01,676173792455,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,955.39,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,d6944ae29679ff13585427fceed534db,1375312081,33.055071000000005,-117.521416,1,1
115852,2020-07-31 23:37:12,676173792455,fraud_Kuhn LLC,misc_net,720.24,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,1fbe6de5c78dd35eb855f9221797381a,1375313832,33.862287,-119.286251,1,1
115880,2020-07-31 23:49:08,676173792455,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,990.7,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,4d5b603424a701ad66af94f4c89a9dbd,1375314548,34.665421,-118.261771,1,1
115884,2020-07-31 23:51:11,676173792455,fraud_Kuphal-Bartoletti,misc_net,931.63,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,01269c3f03aa52dbfbd541477aaa81d6,1375314671,33.979953,-118.458896,1,1
116112,2020-08-01 03:04:03,3576281490078437,fraud_Kiehn Inc,grocery_pos,287.69,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,1990-06-13,4f15efcda89d2dcb4661468051b530e0,1375326243,39.112742,-86.898213,1,1
